"","polite","website","slow","never","updated","right","stock","numbers","","tried","order","various","things","never","make","actual","purchase","","whole","process","wondering","hasn","","gone","call","tell","item","stock","time","","valuable","decided","shop","nike","anymore","service","beyond","inadequate","favour","","stuff","elsewhere","risk","wasting","bunch","time","","","","","","","","","","","","","","","","","","","",""
"hmmm","","member","great","chopper","nike","student","always","call","student","discount","","products","today","phoned","student","discount","","given","discount","december","january","","","give","student","discount","cause","spending","much","imagine","supposed","happy","shopping","happy","seen","kind","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"another","week","another","drop","jordan","craft","weekend","","paying","close","attention","nike","snkrs","","","","point","","part","jordan","loaded","unloaded","uploaded","pattern","happens","","","","terrible","shoe","occasion","","mock","guess","guys","","gals","took","","","","","","","getting","","fact","","happen","multiple","times","every","time","","treat","guys","","shoes","even","bricks","still","","cheers","nike","snkrs","",""
"today","entered","draw","pair","jordan","craft","","shortly","","told","tried","take","money","","declined","","purposes","called","nike","nothing","company","","well","known","companies","world","still","value","people","make","money","without","customers","","","okay","","customers","excited","think","","later","realising","","played","nike","need","stop","","","","first","time","happened","","","gonna","happen","gonna","problems","","","","","","",""
"helloi","returned","product","months","still","received","refund","even","repeated","reminders","expect","company","like","nike","details","given","writing","","guys","last","months","","bothered","solve","issue","brilliant","customer","service","order","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"think","nike","","good","customer","service","shipping","charge","label","ship","even","created","days","later","time","","services","give","customers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","please","stop","making","shoes","china","stinks","like","sheat","","","even","start","talking","quality","shoes","prefer","","money","nike","made","","like","used","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"shocking","customer","service","believe","lies","","offs","calls","hung","huge","company","totally","shocked","read","many","poor","reviews","","away","treating","customers","poorly","awful","deal","lies","refunds","calls","back","","called","weekly","weeks","something","needs","done","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"stop","using","","sweden","never","","deliver","parcel","home","everytime","claim","wasn","","home","delivered","pick","point","instead","since","","home","office","","seen","","together","useless","support","nike","customer","servers","sets","grade","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","care","helping","scam","told","luck","even","though","card","canceled","immediately","purchase","said","purchase","made","track","person","supposedly","bought","something","also","unable","reissue","","card","think","twice","giving","business","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ordered","expensive","custom","design","boot","falsely","advertise","pictures","black","shoe","lace","boot","delivered","navy","raised","give","speech","call","centers","total","","around","instead","fixing","replacing","","blaming","computers","quality","picture","excuse","careful","order","check","","understand","","rather","thinking","pictures","advertise","","","","","","","","","","","","","","","","","","","","","","","","","",""
"love","shopping","nike","always","sales","","member","","free","shipping","orders","","within","three","days","always","","sneaker","want","sellers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","another","parcel","nike","delivered","","signed","made","name","company","lies","customer","service","team","terrible","","left","order","money","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"scammers","ripped","brother","earlier","bought","stuff","online","nike","nike","","","stop","order","everyone","else","ordered","stuff","said","problem","cancelled","orders","nike","however","said","calls","","stress","","policy","refused","anything","screw","nike","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"return","shoes","lady","checked","states","returned","shoes","asked","want","write","review","said","okay","said","","scan","phone","gave","phone","scanned","started","review","without","","gave","phone","unfair","uncritical","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"received","email","saying","order","delivered","receive","checking","delivery","image","","sent","shows","image","package","drivers","hand","street","went","nike","","","update","information","package","unable","find","email","address","rectify","issue","","grateful","someone","respond","update","whereabouts","package","asap","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"placed","","order","","","","text","saying","order","delivered","informed","","link","deliver","parcel","next","","","home","","night","","text","saying","delivered","left","front","door","step","returned","home","parcel","wasn","","live","london","","","clever","thing","leave","parcel","unattended","outside","nike","escalated","order","rejected","refund","saying","","told","delivered","correctly","contacted","","emailed","saying","","admitted","liability","refunded","nike","costs","delivery","nike",""
"company","lied","take","money","","showed","evidence","didn","","refund","agents","phone","assistants","chat","literally","","sorry","seniors","denied","refund","","","assistant","called","elena","understood","finally","refunded","joke","chance","","ordering","online","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"placed","order","waiting","receive","","days","want","order","find","account","","support","service","solve","anything","","account","blocked","security","reasons","security","registered","customer","want","make","","order","","tthis","worst","service","ever","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"miserable","time","actually","trying","receive","order","nike","decided","making","quick","buck","important","good","customer","experience","please","nike","stop","using","evri","","proper","delivery","service","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"returned","faulty","shoes","november","told","","january","inspected","egift","card","issued","within","days","days","later","customer","service","keep","fobbing","","","make","complaint","","","email","anyone","online","chat","people","keep","ending","chat","poor","service","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sure","illegally","operate","website","website","hiccups","","remark","minutes","","window","unless","","search","clear","merchandise","standards","chat","phonecalls","help","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"exactly","experience","many","others","product","ordered","arrived","lost","transit","reached","proactive","approach","nike","went","back","tried","refund","wanted","promised","","item","sent","received","","delivery","still","item","still","proactive","measures","nike","reach","happy","refund","absolute","minimum","company","without","literally","stealing","money","months","","","buying","","deleted","bring","disrupters","","","","","","","","","","","","","","","","","",""
"","check","emails","sent","survey","regarding","jordan","bought","decided","answer","survey","emailed","sizing","problem","given","reply","back","ever","since","terrible","expirience","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"used","","awful","service","take","forever","ship","items","order","","","","item","","ordered","second","part","item","hasn","","even","shipped","","weeks","later","contacted","said","","well","","","cancel","even","though","haven","","even","bothered","send","refuse","order","comes","worst","","ever","","","","","","","","","","","","","","","","","","","","","",""
"husband","","gift","card","christmas","ordered","shoes","online","used","gift","card","checking","said","gift","card","finished","checking","never","took","gift","card","called","customer","service","spoke","christopher","said","","back","account","lied","never","","back","poor","customer","service","never","order","thank","nothing","christopher","nike","","","","","","","","","","","","","","","","","","","","","","","",""
"already","submitted","review","nike","like","mention","used","chat","service","times","always","","sorry","unable","access","","membership","site","look","never","always","","high","","trainers","membership","site","unfair","especially","difficult","","","force","jordan","high","tops","anywhere","else","sites","dodgy","going","lose","sales","","","sort","wanted","","trainers","bought","","trainers","","","","","","","","","","","","","","",""
"metcon","super","","peeling","front","back","shoe","gets","years","expensive","nike","shoes","said","something","shoes","years","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","miss","service","includes","snkrs","","nike","","many","times","","raffles","draws","items","lost","transit","lost","","even","left","warehouse","nike","doesn","","seem","care","infact","even","","evri","deliver","items","possibly","worst","company","terms","delivering","personally","going","forward","","","give","secondary","retailers","chance","","","","","","","","","","","","","","","","","","",""
"","months","placing","order","queried","shipment","purchases","notified","products","available","advised","purchased","amount","refunded","days","products","available","made","wait","","months","acceptable","solutio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rate","zero","stars","years","ordering","online","worst","company","","ever","displeasure","deal","wish","read","reviews","beforehand","","disgraceful","ordered","football","","december","paid","dispatched","week","later","received","email","","","tracked","kept","says","","exception","parcel","today","weeks","later","saying","parcel","","back","sender","nike","refund","close","play","week","","going","file","claim","small","claims","court","robbing","thieving","company","order","","","","","","",""
"bought","hoodie","nike","store","london","last","year","","great","excellent","design","nice","fabric","store","helped","choose","hoodie","size","year","","","happy","everything","honestly","","little","expensive","aspects","","nike","hoodies","excellent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"returned","trainers","nike","received","empty","","sent","proof","return","royal","mail","reference","number","","nike","rubbish","","","actually","anything","still","refusing","refund","even","though","","prepaid","postage","label","nike","royal","mail","scammers","managers","never","call","back","","tries","help","never","order","nike","againday","call","back","apparently","tried","call","back","","tell","time","becoming","beyond","ridiculous","point","trainers","cost","sale","nike","still","refusing","give","refund","provided","prof"
"return","","receipt","royal","mail","even","called","royal","mail","provided","reference","number","","agent","nike","","still","refusing","anything","managers","never","call","back","","surprised","even","managers","honestly","worst","customer","service","ever","received","ever","manage","","sorted","deleting","nike","account","never","shopping","","nike","website","conmen","take","money","return","items","customer","service","team","worst","worst","everything","power","help","","","","","","","","",""
"ordered","shows","arrive","weeks","offered","refund","discount","repurchase","shoes","discounted","rate","discount","valid","shoes","originally","purchased","obtain","","nikes","error","","shoes","want","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"made","order","continually","states","awaiting","courier","collection","date","rang","customer","services","","well","speak","wall","customer","service","diabolical","claim","orders","dispatched","even","still","shows","waiting","courier","collection","make","sent","several","emails","replies","email","sent","","customer","service","able","reply","make","complaint","received","","","companies","","alone","reply","thinking","email","address","","reads","follows","avoid","ordering","","nike","","options","place","orders","","","","",""
"another","person","wished","read","reviews","purchasing","evri","courier","need","","apparently","couldn","","deliver","parcel","","weather","despite","sunshine","","waiting","since","tuesday","hope","ever","receiving","trying","","refund","also","minefield","shall","","ever","goes","back","bank","account","awful","service","","never","purchase","nike","online","","","","","","","","","","","","","","","","","","","","","",""
"ordered","pair","","nike","came","terrible","shape","unremovable","glue","shoes","black","stains","especially","around","soles","dirty","laces","paid","swiss","francs","","","","like","open","package","make","sure","camera","filming","open","examin","shoes","give","back","without","issues","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ordered","trainers","xmas","sales","site","stated","week","later","carrier","hadn","","collected","contacted","said","delivery","attempted","twice","","home","even","though","","work","home","safe","place","neighbours","said","cards","left","","said","refund","none","available","carrier","returning","original","ones","","disgusted","rubbish","service","","","","","","","","","","","","","","","","","","","","","","","",""
"ridiculous","customer","service","customer","service","team","","","issue","refund","","called","","times","","","","","","keep","escalating","nobody","ever","called","back","higher","management","order","still","arrived","totally","missed","christmas","","","weeks","ridiculous","","telling","everyone","never","shop","nike","","switching","armor","","","","","","","","","","","","","","","","","","","","",""
"placed","order","waited","delivery","notified","refund","issued","order","called","customer","care","team","explain","happened","reissue","order","even","though","tracking","shows","items","ready","delivery","never","dealt","customer","care","team","incompetent","never","order","nike","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"idea","selected","","shoes","namely","dunks","working","sharks","","triple","cost","","grip","make","shoe","advertise","sell","usual","right","price","first","come","first","served","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rubbish","service","products","expensive","really","rubbish","nike","writing","peeling","pull","","back","","","strange","hard","","back","heel","made","","contacting","nike","send","back","refund","replacement","wanted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","service","agents","spoke","almost","","trying","return","gift","given","nigh","impossible","","lack","","wouldn","","personal","details","person","sending","said","gift","happy","send","trainers","back","simply","recieved","gift","card","order","number","email","presented","along","mobile","number","still","couldn","","help","","","","","","","","","","","","","","","","","","","","","","","","",""
"ordered","trainers","holiday","ireland","weeks","","ordered","line","come","address","","really","nice","trainers","however","wish","","delivery","shocking","charged","trainers","ordered","","december","told","delivery","","january","waited","","sign","trainers","last","night","recieved","refund","money","real","shame","company","going","place","many","orders","","","","","","","","","","","","","","","","","","","","","","",""
"awful","ordered","trial","shoes","months","later","started","falling","apart","messaged","nike","","","matter","still","","","resolved","want","return","items","require","find","","print","label","even","others","seems","send","shoes","back","","nothing","back","return","risking","paid","fortune","trainers","nothing","moreso","","","","email","often","printer","","telling","tuff","basically","","","print","return","","goods","warranty","doesn","","apply","mariana","useless","repeated","thing","chat"
"despite","msgs","ignored","chat","awful","hours","different","people","still","nothing","steer","clear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"shoes","arrived","house","","nike","opened","","","plastic","container","full","boiled","rice","prawn","crackers","","sort","give","shoes","rubish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"absolutely","shocking","ordered","pair","trainers","time","christmas","never","received","nike","kept","changing","delivery","","every","","didn","","","contact","allowed","continue","nike","experts","","much","","chocolate","teapot","glitchy","system","told","complaints","dept","manager","supposed","call","back","occasions","never","received","call","rang","nike","number","google","search","finally","","full","refund","disgusting","customer","service","experience","never","purchase","anything","nike","","","","","","","",""
"worst","expirence","years","ordered","christmas","days","later","","email","saying","order","","delayed","nothing","everytime","contacted","said","","","shoes","","never","give","tracking","information","","asked","refund","order","still","showing","delayed","told","need","wait","days","email","start","refund","scam","never","shop","nike","ever","","","","","","","","","","","","","","","","","","","","","","",""
"order","site","shoes","cheap","looking","cheap","plastic","glue","everywhere","shoes","thrown","","second","pair","received","liked","horrible","quality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"excited","finally","draw","snkrs","","getting","draws","find","later","","order","cancelled","shoes","website","sale","general","public","hours","selling","waste","time","","","believe","nike","lack","answers","followed","brushed","twice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","online","nike","ordered","shoes","","arrived","decent","time","second","","come","month","clue","second","pair","fedex","says","shipped","","address","agents","speak","broken","english","sure","know","going","called","times","never","still","shoes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wish","","read","reviews","","earlier","like","many","others","ordered","nike","gift","cards","children","christmas","placed","order","","nike","","","december","gift","cards","euros","","still","waiting","update","","apart","preparing","shipment","nike","unable","cancel","order","give","money","back","","astounded","company","like","nike","adequate","","technology","platform","place","offer","least","minimum","acceptable","service","","","","","","","","","","","",""
"awful","company","ordered","expensive","trainers","christmas","present","turns","sent","","cheaper","pair","phoned","customer","services","great","wait","","proper","trainers","back","line","store","contact","organise","replacement","returns","told","need","join","line","club","qualify","free","returns","happening","mistake","saga","continues","onus","customer","poor","","","","","","","","","","","","","","","","","","","","","","","","",""
"give","zero","starts","tried","order","pair","jogging","bottoms","tonight","using","nike","online","twice","took","payment","account","didn","","complete","order","","payments","pending","order","couldn","","complete","avoid","costs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rate","company","zero","purchased","nike","tech","fleece","jacket","","instead","going","","went","nike","","mistake","mine","opened","dispute","october","however","nike","said","spoke","","admitted","phone","faulty","batch","sent","","requested","send","jacket","back","exchange","","giftcard","","nearly","months","refund","","giftcard","nike","customer","service","fobbing","stole","jacket","","","","even","return","back","","extremely","poor","customer","service","worst","company","considering","","","expect"
"better","service","open","disputes","nike","steal","item","","","compensate","refund","idea","contact","someone","complain","either","frustrating","poor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"total","conmen","told","order","sent","reality","courier","even","collected","rang","days","","given","bums","rush","made","complaint","promised","manager","call","back","like","order","never","arrived","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pllleeease","stop","using","evri","send","parcels","","nike","","trainer","business","always","used","","","using","evri","parcels","","dumped","doorstep","gone","missing","","lost","transit","even","next","","delivery","never","deliver","time","gonna","start","using","elsewhere","products","rate","please","least","give","","option","evri","deliver","","","","","","","","","","","","","","","","","","","","",""
"zero","stars","ordered","gift","voucher","online","almost","","weeks","","christmas","present","meant","delivered","","still","sign","ring","rude","customer","service","hasn","","sent","quote","plastic","deficiency","within","company","hadn","","notified","delay","offered","alternative","wait","plastic","cards","ridiculous","supposedly","","biggest","companies","world","","","","","","","","","","","","","","","","","","","","","","",""
"awful","ordered","four","weeks","","item","still","hasn","","turned","told","replacement","sent","still","sent","evening","speaking","chat","told","","gone","tool","","really","refund","absolutely","appalling","customer","service","hand","heart","","never","ordering","second","time","happened","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","likes","claim","","conscious","shipment","recently","order","travelled","netherlands","germany","onto","belgium","france","","finally","arriving","canada","obviously","","friendly","","last","order","nike","unless","improve","processes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ordererd","hoody","nephews","christmas","ordered","","weeks","status","kept","saying","awaiting","pick","spoke","customer","services","apparently","lost","transit","asked","replacement","item","sold","recevied","full","refund","days","find","alternative","present","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"order","arrived","incorrect","size","correct","size","","month","later","days","christmas","still","haven","","","replacement","contacted","","online","chat","phone","times","order","correct","find","nike","good","issues","difficult","resolve","common","good","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"father","","familiar","regular","size","","","","feeling","frustrated","came","home","wife","told","also","tall","","ridiculous","company","thinks","serves","purpose","introducing","custom","sizes","never","nike","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"website","","poor","logged","member","queue","","release","placed","order","excepted","told","couldn","","verify","credit","card","even","though","card","stored","member","details","shoes","sold","agree","previous","comments","money","making","limited","stock","fuelling","","sale","market","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"give","company","minus","looking","reviews","wish","checked","website","first","placing","order","wanted","voucher","delivered","time","xmas","hold","decent","","anyone","company","resorted","sending","message","twitter","next","step","raise","issue","trading","standards","company","incompetent","carry","basic","customer","service","list","long","complaints","","","include","order","anything","company","","worse","companies","ever","dealt","","","","","","","","","","","","","","","",""
"","stand","behind","products","especially","products","cheap","customer","service","poor","personally","shop","nike","customer","service","outrageous","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"like","nike","","","snkrs","","","","raffle","right","time","travis","","didn","","even","","opportunity","participate","raffle","kept","saying","many","trying","","card","know","","small","chance","","","shoes","certainly","","","","love","nike","","hate","snkrs","","","","","","","","","","","","","","","","","","","","","","","","",""
"horrible","customer","service","ordered","pair","shorts","","weeks","","never","shipped","called","told","wait","expected","ship","date","order","resolve","issue","waited","called","told","rescheduled","ship","date","today","nothing","shipped","","supervisor","speak","phone","looks","like","","switching","armor","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","sent","wrong","pair","shoes","sent","back","","","drop","menu","gives","","return","nothing","taking","pictures","wrong","item","weeks","later","refuse","refund","proof","wrong","shoe","even","though","said","wrong","item","sent","back","also","said","find","sent","back","warehouse","","refund","shoe","checked","","process","taking","picture","seem","like","","website","","eithe","want","correct","shoe","refund","awful","long","standing","nike","customer","","","","",""
"impossible","","touch","customer","support","case","broken","shoes","used","months","","still","nothing","info","shoes","nothing","useless","customer","service","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"trust","company","kind","styles","snickers","many","sports","favorite","brand","shoes","special","retro","styles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"premium","brand","like","nike","","worst","courier","service","","shocking","ruining","christmases","place","evri","joke","used","reputable","business","totally","unreliable","premium","rate","number","want","call","find","parcel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","become","lazy","complacent","website","apps","disgraceful","state","repair","","","even","manage","real","time","stock","billion","dollar","company","people","also","fuel","black","market","limited","runs","nike","products","especially","jordan","","market","flooded","scammers","fake","items","nike","encourages","anti","human","business","policies","longer","famous","brand","money","vacuum","avoid","","","","","","","","","","","","","","","","","","",""
"well","","giving","star","love","nike","products","shoes","","socks","hoodies","love","customer","services","lovely","everything","","","entering","raffles","snkrs","","past","years","never","","item","seems","really","upsetting","nike","something","like","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"give","starts","minus","option","purchased","","pair","shoes","firstly","rejected","saying","delivery","address","didn","","match","","","thats","fine","","last","days","struggling","refund","","listening","please","never","","anything","nike","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"really","","experience","sent","back","products","tracking","says","arrived","","december","even","though","items","tracked","refunds","shipment","","waiting","worth","refunded","","baffled","process","","","returns","refund","partially","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"worst","customer","service","ever","ordered","goods","","december","plenty","time","christmas","hadn","","received","","contacted","ruben","live","chat","advised","goods","damaged","transit","returned","nike","","obviously","thought","","know","ruben","reordered","advised","","","within","days","didn","","arrive","contacted","advised","ruben","didn","","tell","truth","fact","take","days","","","still","","","goods","","nike","contacted","ruined","child","","christmas","","","",""
"returned","poorly","fitting","","refund","despite","proof","nike","received","working","days","","yodel","","","nike","return","system","deny","receipt","insist","receipt","cant","refund","even","weeks","away","waste","time","phoning","recommend","seek","refund","","credit","card","provider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","ordered","tracksuit","","xmas","impressed","arriving","quick","bitterly","","actually","received","mens","tshirt","hard","pack","items","clearly","someone","wasn","","taking","notice","order","packed","","","send","back","drop","points","close","wait","","knows","long","refund","","","","","wanted","xmas","present","thanks","nike","","going","pocket","","unhappy","","","","","","","","","","","","","","",""
"stars","ordered","gift","card","week","","order","status","stuck","preparing","","","time","christmas","","","grandchild","christmas","","nike","","","cancel","order","tell","long","wait","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
