Brand,Review,Sentiment
nike,ike hires anybody ex baby momma works stay giving stuff away sells weed job like wth fr high unprofessional sad like y all can t find nobody else work y all always facebook selling stolen shoes nike half price like sus stop stealing dat stuff cool name markeyda lightskin chrysler,negative
nike,bought daughter nike air force last september go back school absolute garbage pay another trainers back inside worn away plastic shoe making feet bleed don t buy disgusted nike made complaint told schuh isn t one authorised outlets nothing it s product helpful,negative
nike,bought pair trainers approximately wear wasn t worn everyday split ripped look mess wearable told mike s two year warranty contacting can t anything made two years ago aware warranty doesn t cover shoes made two years owning shoes shows quality bad sit box year break year usage can t use warranty,negative
nike,worst customer service ever don t even think asking supervisor bc u get put hold min told oh supervisor doesn t want talk there s nothing asked corporate number rep said oh corporate don t talk customers,negative
nike,would like appreciate nike air pair shoes purchased retail outlet appreciate andb star rating found grey color nike shoe high ankle show l good quality star rating thank,positive
nike,member long time every time try purchase sneaker says didn t win confirmed wins nike cancel orders without initiating seems like invest bots order get sneaker nike doesn t care long sell product it s bad repeatedly tell child hopes let,positive
nike,bought new nike sport shoes dec till still painful wearing painful experience,negative
nike,ordered mahomes shirt paid fast shipping should th still got shirt tracking number called every day far it s ole crap hear never ever order nike comi ll go fanatics order stuff atleast get merchandise order fanatics i want shirt,negative
nike,ike scammers inform clients items shipped overseas takes weeks come shipping time provided either transparency kind snare take money moment onwards zero support knew would never purchase first place upon request refund refused australian consumer law joke cant force refund nothing left except bitterness good lesson buy nothing cnts,positive
nike,ordered kid trainees gbp arrived disaster glue around sole threads stick looks like cheap replica street market somewhere asia backs,negative
nike,absolutely awful app website tried enter dozens sneaker drop draws never ever accepts payments frustrating lousey payment methods perfectly fine account purchasing normally nike never works sneaker drops awful awful service,negative
nike,sht would polite website slow never updated right stock numbers i ve tried order various things never make actual purchase go whole process wondering hasn t gone call tell item stock my time way valuable decided shop nike anymore service beyond inadequate favour buy stuff elsewhere risk wasting bunch time,negative
nike,hmmm i m member great chopper nike student always call student discount get products today phoned student discount representative given discount december january can t give student discount cause spending much imagine supposed happy shopping happy seen kind,positive
nike,another week another drop jordan craft weekend i ve paying close attention nike snkrs app it s got point predictability part jordan loaded unloaded uploaded pattern happens you ll get ea terrible shoe occasion acg mock guess guys n gals you took n l you ve ea ain t getting w fact i ve happen multiple times every time way treat guys buy shoes even bricks still buy cheers nike snkrs,negative
nike,today entered draw pair jordan craft se shortly got told tried take money got declined verification purposes called nike nothing company one well known companies world still value people would make money without customers isn t okay get customers excited think they ve later realising got played nike need stop bs ain t first time happened ain t gonna happen gonna problems,negative
nike,helloi returned product months still received refund even repeated reminders expect company like nike details given writing u guys last months one bothered solve issue brilliant customer service order g th oct,positive
nike,would think nike would get good customer service shipping charge label ship even created days later time age services give customers,positive
nike,ike please stop making shoes china stinks like sheat don t even start talking quality shoes prefer pay money nike made usa like used,positive
nike,shocking customer service cannot believe lies fob offs calls hung huge company totally shocked read many poor reviews get away treating customers poorly awful deal lies refunds calls back i ve called weekly weeks something needs done,negative
nike,stop using ups sweden never try deliver parcel home everytime claim wasn t home delivered pick up point instead since introduction home office i ve seen lie together useless support nike customer servers sets grade,negative
nike,ike care helping scam told luck even though card canceled immediately purchase said purchase made track person supposedly bought something also unable reissue new card think twice giving business,positive
nike,ordered expensive custom design boot falsely advertise pictures black shoe lace boot delivered navy raised give speech call centers total run around instead fixing replacing use blaming computers quality picture excuse careful order check get understand descriptions rather thinking pictures advertise get,negative
nike,love shopping nike always sales you re member get free shipping orders get within three days always buy sneaker want sellers,positive
nike,yet another parcel nike delivered yet signed made name company lies customer service team terrible i m left order money,negative
nike,scammers ripped brother earlier bought stuff online nike nike won t stop order everyone else ordered stuff said problem cancelled orders nike however said calls hrs stress that s policy refused anything screw nike,negative
nike,return shoes lady checked states returned shoes asked want write review said okay said let scan phone gave phone scanned started review without notification gave phone unfair uncritical,negative
nike,received email saying order delivered receive it when checking delivery image dpd sent shows image package drivers hand street went nike com get update information package unable find email address rectify issue i d grateful someone would respond update whereabouts package asap,positive
nike,placed big order rd jan got text saying order delivered informed via link deliver parcel next day one home day night got text saying delivered left front door step returned home parcel wasn t live london isn t clever thing leave parcel unattended outside nike escalated order rejected refund saying dpd told delivered correctly contacted dpd emailed saying they ve admitted liability refunded nike costs delivery nike big company lied take money dpd showed evidence didn t refund agents phone assistants chat literally say sorry seniors denied refund that s one assistant called elena understood finally refunded joke chance i m ordering online,negative
nike,placed order waiting receive two days want order find account blockedcommunication support service solve anything say account blocked security reasons what security registered customer want make pay order can tthis worst service ever,positive
nike,miserable time actually trying receive order nike decided making quick buck important good customer experience please nike stop using evri use proper delivery service,neutral
nike,returned faulty shoes november told th january inspected egift card would issued within days days later customer service keep fobbing can t make complaint can t email anyone online chat people keep ending chat poor service,negative
nike,sure illegally operate website website hiccups no cancellation remark minutes cancellation window unless try search clear merchandise standards chat phonecalls help,positive
nike,exactly experience many others product ordered arrived lost transit reached proactive approach nike went back tried refund wanted promised new item would sent received confirmation delivery still item still proactive measures nike reach happy refund absolute minimum company could without literally stealing money months won t buying app deleted bring disrupters,positive
nike,ike check emails sent survey regarding jordan bought decided answer survey emailed sizing problem given reply back ever since terrible expirience,negative
nike,used app awful service take forever ship items order app got one item day ordered second part item hasn t even shipped two weeks later contacted said oh well can t cancel even though haven t even bothered send refuse order comes worst app ever,negative
nike,husband got gift card christmas ordered shoes online used gift card checking said gift card finished checking never took gift card called customer service spoke christopher said would put back account lied never put back poor customer service never order thank nothing christopher nike,positive
nike,already submitted review nike would like mention used chat service times always say sorry unable access app membership site look never always put high top trainers membership site unfair especially difficult get air force jordan high tops anywhere else sites dodgy going lose sales don t sort out if wanted low trainers would bought low trainers don t,negative
nike,metcon super new peeling front back shoe gets years expensive nike shoes said something shoes years old,positive
nike,ike bit hit miss service includes snkrs app nike app many times i ve raffles draws items lost transit lost they ve even left warehouse nike doesn t seem care infact even use evri deliver items possibly worst company terms delivering personally going forward i ll try give secondary retailers chance,negative
nike,two months placing order queried shipment purchases notified products available advised purchased amount refunded days products available made wait two months acceptable solutio,positive
nike,could rate zero stars would years ordering online worst company i ve ever displeasure deal wish read reviews beforehand they re disgraceful ordered football th december paid dispatched week later received email say dpd tracked kept says there s exception parcel today weeks later saying parcel way back sender nike refund close play week i m going file claim small claims court robbing thieving company order,neutral
nike,bought hoodie nike store london last year it s great excellent design nice fabric store helped choose hoodie size year use i m happy everything honestly it s little expensive aspects say nike hoodies excellent buy,positive
nike,returned trainers nike received empty box sent proof return royal mail reference number cs nike rubbish can t actually anything still refusing refund even though it s prepaid postage label nike royal mail scammers managers never call back one tries help never order nike againday call back apparently tried call back one tell time becoming beyond ridiculous point trainers cost sale nike still refusing give refund provided prof return via receipt royal mail even called royal mail provided reference number cs agent nike they re still refusing anything managers never call back i m surprised even managers honestly worst customer service ever received ever manage get sorted deleting nike account never shopping use nike website conmen take money return items customer service team worst worst everything power help,negative
nike,ordered shows arrive weeks offered refund discount could repurchase shoes discounted rate discount valid shoes originally purchased obtain compensation nikes error buy shoes want,negative
nike,made order continually states awaiting courier collection date rang customer services may well speak wall customer service diabolical claim orders dispatched even still shows waiting courier collection could make sent several emails replies email sent via customer service able reply make complaint received acknowledgment big companies let alone reply thinking email address no one reads follows avoid ordering via nike use options place orders,negative
nike,another person wished read reviews purchasing evri courier need say apparently couldn t deliver parcel bad weather despite sunshine i ve waiting since tuesday hope ever receiving trying get refund also minefield shall see ever goes back bank account awful service disappointed never purchase nike online,negative
nike,ordered pair af nike came terrible shape unremovable glue shoes black stains especially around soles dirty laces paid swiss francs btw don t like open package make sure camera filming open examin shoes give back without issues,negative
nike,ordered trainers xmas sales site stated week later carrier hadn t collected contacted said delivery attempted twice one home even though i ve work home safe place neighbours said cards left got said refund none available carrier returning original ones i m disgusted rubbish service won t use,positive
nike,ridiculous customer service customer service team can t issue refund i ve called x times dec rd dec th jan keep escalating nobody ever called back higher management order still arrived totally missed christmas son it s weeks ridiculous i m telling everyone never shop nike com switching armor,negative
nike,placed order waited delivery notified refund would issued order called customer care team could explain happened could reissue order even though tracking shows items ready delivery i never dealt customer care team incompetent never order nike,positive
nike,idea selected buy shoes namely dunks working sharks buy triple cost get grip make shoe advertise sell usual right price first come first served,neutral
nike,rubbish service products expensive really rubbish nike writing peeling pull tab back air max strange hard lub back heel made uncomfortable contacting nike send back refund no replacement wanted,negative
nike,incompetence service agents spoke almost unbelievable trying return gift given nigh impossible due lack understanding wouldn t personal details person sending said gift would happy send trainers back simply recieved gift card order number email presented along mobile number still couldn t help,positive
nike,ordered trainers holiday ireland weeks ago ordered line come address uk really nice trainers however wish could say delivery shocking charged trainers ordered th december told delivery would th january waited day sign trainers last night recieved refund money real shame company going place many orders,neutral
nike,awful ordered trial shoes months later started falling apart messaged nike it s pm matter still isn t resolved want return items require find way print label even others seems send shoes back get nothing back return risking paid fortune trainers nothing moreso don t use email often printer they re telling tuff basically can t print return bad goods warranty doesn t apply mariana useless repeated thing chat despite msgs ignored chat awful hours different people still nothing steer clear,negative
nike,shoes arrived house box nike opened box big plastic container full boiled rice prawn crackers got sort give shoes rubish,neutral
nike,absolutely shocking ordered pair trainers time christmas never received nike kept changing delivery day every day didn t get contact would allowed continue nike experts app much use chocolate teapot glitchy system told complaints dept manager supposed call back occasions never received call rang nike number google search finally got full refund disgusting customer service experience never purchase anything nike,negative
nike,worst expirence years ordered christmas days later get email saying order ha delayed nothing everytime contacted said i d get shoes bit could never give tracking information i ve asked refund order still showing delayed told need wait days email start refund scam never shop nike ever,negative
nike,order site shoes cheap looking cheap plastic glue everywhere shoes thrown box second pair received liked horrible quality,negative
nike,excited finally draw snkrs app getting draws find later day order cancelled shoes website sale general public hours selling waste time can t believe nike lack answers followed brushed twice so disappointing,negative
nike,buy online nike ordered shoes one arrived decent time second yet come month clue second pair fedex says shipped us address agents speak broken english sure know going called times never again still shoes,negative
nike,wish i d read reviews lot earlier like many others ordered nike gift cards children christmas placed order via nike app th december gift cards euros we re still waiting update app apart preparing shipment nike unable cancel order give money back i m astounded company like nike adequate infrastructure technology platform place offer least minimum acceptable service,positive
nike,awful company ordered expensive trainers christmas present turns sent far cheaper pair phoned customer services great wait see proper trainers back line store contact organise replacement returns told would need join line club qualify free returns happening mistake saga continues onus customer poor,neutral
nike,could give zero starts would tried order pair jogging bottoms tonight using nike online twice took payment account didn t complete order two payments pending order couldn t complete avoid costs,negative
nike,would rate company zero could purchased nike tech fleece jacket jd instead going jd went nike big mistake mine opened dispute october however nike said spoke jd admitted phone faulty batch sent jd requested send jacket back exchange e giftcard it s nearly months refund e giftcard nike customer service fobbing stole jacket us won t even return back us extremely poor customer service worst company considering it s big would expect better service open disputes nike steal item won t compensate refund idea contact someone complain either frustrating poor,negative
nike,total conmen told order sent reality courier even collected rang days ago given bums rush made complaint promised manager call back like order never arrived,positive
nike,pllleeease stop using evri send parcels buy nike lot trainer business always used dpd you re using evri parcels get dumped doorstep gone missing got lost transit even next day delivery never deliver time gonna start using elsewhere products rate please least give us option evri deliver,negative
nike,would zero stars could ordered gift voucher online almost two weeks ago christmas present meant delivered th still sign ring rude customer service hasn t sent quote plastic deficiency within company hadn t notified delay offered alternative wait plastic cards ridiculous supposedly one biggest companies world,negative
nike,awful ordered four weeks ago item still hasn t turned told replacement would sent still sent evening speaking chat told it s gone tool investigated really refund absolutely appalling customer service hand heart say never ordering second time happened,negative
nike,ike likes claim environmentally conscious shipment recently order travelled netherlands germany onto belgium france usa finally arriving canada obviously environmentally friendly disappointing last order nike unless improve processes,positive
nike,ordererd hoody nephews christmas ordered two weeks status kept saying awaiting pick spoke customer services apparently lost transit asked replacement item sold recevied full refund days find alternative present,negative
nike,order arrived incorrect size correct size box month later days christmas still haven t got replacement contacted via online chat phone times order correct find nike good issues difficult resolve common good,positive
nike,father man familiar regular size sm l etc feeling frustrated came home wife told also tall etc ridiculous company thinks serves purpose introducing custom sizes never nike,negative
nike,website v poor logged member queue new release placed order excepted told couldn t verify credit card even though card stored member details shoes sold agree previous comments money making limited stock fuelling re sale market v disappointing,negative
nike,could give company minus would looking reviews wish checked website first placing order wanted voucher delivered time xmas hold decent conversation anyone company resorted sending message twitter next step raise issue trading standards company incompetent carry basic customer service list long complaints won t include order anything company one worse companies ever dealt,negative
nike,ike stand behind products especially products cheap customer service poor personally would shop nike customer service outrageous,negative
nike,like nike app fkn snkrs app bad i would participated raffle right time travis s didn t even get opportunity participate raffle kept saying many trying pay card know there s small chance i ll get shoes certainly won t get love nike app hate snkrs app,positive
nike,horrible customer service ordered pair shorts two weeks ago never shipped called told wait expected ship date order resolve issue waited called told rescheduled ship date today nothing shipped could get supervisor speak phone looks like i ll switching armor,neutral
nike,got sent wrong pair shoes sent back via app drop menu gives instructions return nothing taking pictures wrong item weeks later refuse refund proof wrong shoe even though said wrong item sent back  also said cannot find sent back warehouse that s refund shoe checked faq process taking picture seem like it s website app eithe want correct shoe refund awful long standing nike customer,negative
nike,impossible get touch customer support case broken shoes used months fix still nothing info shoes nothing useless customer service,neutral
nike,trust company kind styles snickers many sports favorite brand shoes special retro styles,positive
nike,premium brand like nike use worst courier service uk shocking ruining christmases place evri joke used reputable business totally unreliable premium rate number want call find parcel,negative
nike,ike become lazy complacent website apps disgraceful state repair can t even manage real time stock billion dollar company people they also fuel black market limited runs nike products especially jordan reproductions market flooded scammers fake items nike encourages anti human business policies longer famous brand money vacuum avoid,negative
nike,well i m giving star love nike products shoes hat socks hoodies love customer services lovely everything els i ve entering raffles snkrs unfortunately past years never one item seems really upsetting nike something like,positive
nike,give starts minus option purchased one pair shoes firstly rejected saying delivery address didn t match kyc ok thats fine ta last days struggling refund one listening please never buy anything nike,negative
nike,really bad experience sent back products tracking says arrived th december even though items tracked refunds shipment far waiting worth refunded i m baffled process one box returns refund partially,negative
nike,worst customer service ever ordered goods th december plenty time christmas hadn t received th contacted ruben live chat advised goods damaged transit returned nike one obviously thought let know ruben reordered advised i d get within days didn t arrive contacted advised ruben didn t tell truth fact could take days it s th still don t goods one nike contacted ruined child s christmas,negative
nike,returned poorly fitting top refund despite proof nike received working days ago yodel app via nike return system deny receipt insist receipt cant refund even weeks away waste time phoning recommend seek refund via credit card provider,neutral
nike,wow wow ordered tracksuit son xmas impressed arriving quick bitterly disappointed actually received mens tshirt hard pack items clearly someone wasn t taking notice order packed go way send back drop points close wait god knows long refund oh son won t wanted xmas present thanks nike i m going pocket one unhappy so,positive
nike,stars ordered gift card week ago order status stuck preparing way get time christmas one disappointed grandchild christmas day nike won t cancel order tell long wait won t,positive
nike,ike stole shirt ironed per instructions label shirt got burn marks customers service told return would reach within days it s month haven t heard back don t respond emails either,neutral
nike,ordered pairs trainers clothes kids order arrived within days half order delivered used web chat told can t re ship items can t issue refund investigated business days told could collect store nearest one miles away would pay items it s doubt hear anything christmas now  kids won t christmas gifts i m thanks nike happy christmas,positive
nike,don t honor return exchange policy shipped back item calling told would exchanged smaller size received item instead refunded money told rebuy item much expensive sale ended several calls chats unhelpful rude customer service reps i m giving up nike wasted time money send replacement would made money get avoid ordering site moving forward great job nike,positive
nike,hour delivery cost arrive friday th december easily time xmas wrong updates dpd parcel stayed stoke depot days nike on line assistant told collect argos pick th december nothing st december lied said spoken dpd number know give access speak human make frustrating wife order pair nike s son footlocker cheap delivery days days arrived today via dpd couldn t make,negative
nike,c           you let customers know place holiday order holiday season handle order partially received today child s order still indiana won t get christmas literally ruined gift aspect christmas there s nothing you ve completely lost customer another shoe company better reviews i d give negative stars could teach read reviews placing order reviews horrible absolutely reflect service,neutral
nike,poor jona takes months email back didn t help complaint put context shoes cost quite bit detached mid run couple weeks thought it ll easy exchange return please contact asap,neutral
nike,website hard navigate year old man aware todays technology think easy use couldn t find basket,positive
nike,loyal member nike several years say disappointed customer service provided ordered pair trainers online delivery provider failed deliver parcel number occasions side delivery company poor service shocking nike uk would take complaints seriously even trying get issue resolved asked refund purchase refused ridiculously suggested first get delivery first get refund far don t product refund go bank dispute order behalf,negative
nike,could customer service would bought shoes husband christmas got email order coming sent back warehouse ordered second pair would come christmas well get first order can t cancel second minutes order placed try call get nike pay return would never bought two rep said sorry didn t membership could take store don t time joke,neutral
nike,totally wasted time experiences phony lie website focus group crashed would pay promised compensation total horrible experience,negative
nike,order received product looks horrible say it s replica made return request far nothing happened poor service,negative
nike,hi name kayla nike com ripped people money like don t care lied like gone call never took money said refund anything manager rude nasty customer help told wait business go refund money money told wait still nunthing done xl men nike sportswear dec  dec nunthing done part anything stuff they re lazy disrespectful,negative
nike,avoid avoid avoid customers made well aware courier service use known would collected store they ve switched dpd evri avoid avoid avoiddo order online evri courier unless obv course like anticipation wether expensive items even going reach you avoid avoid avoidi parcel worth transit i m writting advance know there s extremely high i m never going see parcel currently parcels wroth missing retailers using despicable joke delivery service avoid avoid avoid,negative
nike,ordered many times got worse worse delivery takes ages never turns cancel order done going order nike absolutely useless big company it s disgrace,negative
nike,effectively nike use call centre process complaints returns given script probably nothing nike purchased pair trainers fell apart first use contacted via chat told could return faulty sent prepaid royal mail return label sent waited days checked tracking said delivered contacted said sent empty box complete lie weight receipt sent didn t respond contacted said there s nothing won t send refund effectively trainers sent refused refund called lier contacted bank said it s something issuing charge back transaction recommend want money back hope helps also it s pretty easy report trading standard,positive
nike,order way days later dpd received order nike customer service give bluff expected delivery date keeps changing never stick adidas direct,neutral
nike,bought quid nikes th time wearing stitching coming undone dont buy nike,neutral
nike,fast shipping shoes right size package came shoes place big box shoe boxes packed smaller box put paper something shoes didnt come shoe boxed tossed around ups gifts kinds embarrassing open shoe box brand new pair af see shoe box paper looking fresh neat hence star review extremely fast shipping i m happy font order hibbetts take ever still don t package ordered days nike,positive
nike,ordered th received th happy delivery double boxed damaged retro nike court vision boots style thank nike,positive
nike,ordered pair nike trainers quality awful want pair nikes would suggest buy fakes youll get better pair shoes quality control seems non existent genuine factory,negative
nike,company said item ordered stock three times last year why advertise product stockawful company ruined sons birthday christmas,negative
nike,great shoesi don t really like buying shoesbut nike shoes super comfortable use like,positive
nike,following up previous review made ordered goods october th nike ca received somebody else s order accident receive items paid immediately initiated return process shipped back erroneous goods full month advance file every time contact nike ca support get new story going horrible experience held money hostage calendar days totally unacceptable contesting charge directly credit card provider bank buy anything online nike ca simple refund turned nightmare,negative
nike,worst company world deal regarding complaints uk tryed hours get hold someone eventually returned trainers shop managed get refund totally rip company,negative
nike,could give zero score would placed order first week december took payment days later received email say delivery would delayed went live chat today chase told currently stock trainers won t arrive time christmas told pair london store would go person able arrange delivery tried escalate complaint told respond complaints use feedback improve service disappointed total let christmas known stock issues would bought elsewhere it s late,negative
nike,terrible website app experience unhelpful customer service tried multiple times place order nike keep getting error code followed instructions given customer service agent obviously fields calls day knows full well she s advising won t work didn t phoned back told fault using website download app didn t really want app downloaded could order specific football shirt present app doesn t work either get another error code nike clearly don t care customer satisfaction numerous reviews people saying thing yet nothing done nike improve situation rather apologise inconvenience customer services scold audacity try spend hard earned money,negative
nike,great products terrible website going buy pair nike s favor find retailer official website complete trash shoes great,positive
nike,bought air max tw size arrived days smelling like cat urine sent back exchange nike received return status shoes stuck preparing shipment called nike athlete associate told update order would escalate order worst fears came fruition seeing reviews similar problems ridiculous part nike usually waits item stock refund money shoes wanted abundance stock still couldn t get requested refund im waiting email refund like i ve waiting email shipment shoes joke,negative
nike,seem good luck snkrs app recently finally fixing bots,positive
nike,snkrs app bot users would suggest getting botting able secure pairs dropping dont believe conversation nike chat call realise favour bots,positive
nike,cool helpful service love trainers,positive
nike,bought checked trustpilot despite negative reviews ordered shoes arrived days incredibly satisfied,positive
nike,day ago went jd croydon buy shoes found nice quality shoes thanks joe helped find nice quality shoes,positive
nike,ordered pair trainers end november sent two emails saying system error owe moneywhen calling say refunded completely ignoring fact sent two emails requesting pay spoken three different people one said need contact bank even though issue fault another said don t owe money ignore screenshots contacting trading standards another said sorry emails ignore also even listen sayingwhat point live chat customer services don t even listen customer appalling companyupdate still waiting refund two weeks later,negative
nike,ike products worst service planet far nike employee stole gift card issued retur,negative
nike,went wrong let s try figure hasn t gone wrong expected lot company recent order days late c investigation opened yet i m still waiting outcome it s two days upon realising parcel late spoke different people try sort needed time birthday yet nothing done i m still situation told wait rather given actual solutions understand world hard moment deliveries take longer christmas orders weeks ago marked transit two days ordering obvious issue early nothing done,negative
nike,reading reviews feel little bit better bitter nike placed order pair shoes boyfriend birthday confirmed order started preparing shipment went way days previously expected delivery date would contacted customer service several times chat answered generic answer every time still said order would arrive morning got email saying shipment delayed guess won t getting birthday he ll lucky get next birthday point around nike terrible company deal ordering,positive
nike,air max bought leisure time got hole outsole less months however happy kyrie irving basketball shoes basketball shorts light,positive
nike,really like nike sport outfits custom servise imo much convenient buy nike retail stores,positive
nike,disgraceful customer services they ve owed refund weeks every time speak say they re sorting today nothing never buy,neutral
nike,best sportswear compared commercial brand honestly one best quality products pricing might bit,positive
nike,received wrong size shoe nike website order returned store refunded money gift card placed another order correct size shoe nike cancelled order due shoe available notify cancelled order found called see status order asked refund told go back store would refund money back gift card went store instructed store told cannot told call customer service back call customer service store runaround started nike customer service said could immediate refund said order going review panel would take least business days nike quick charge credit card purchase time refund order cancelled good luck customer service terrible employees trained deal customers horrible experience still waiting refund,negative
nike,ordered liverpool tracksuits grandchildren arrived schedule however colours strike kit seem representative liverpool kit decided return sent item back via royal mail hour tracking confirmed received nikeon date refund received rang customer service line confirmed they d received item wouldn t issue refund they d investigated return operator refused put supervisor requested sent photo rm tracking receipt date refund received created resolution centre issue paypal nike customer service complete joke would recommend anyone thinking using company beware,positive
nike,got parcel nike com must say delivery time really short parcel came really quickly,neutral
nike,contacted chat quick change shoes directly happy,positive
nike,unprofessional don t synchronized balance warehouse web sell things charge without possibility deliver,negative
nike,i m extremely disappointed service received nike since st nov waiting refund told multiple occasions it s way i ve call times every time told never arriving speak manager advise it s sorted i m still receive answers asked speak manager i m told don t complaints department i ll wait faith trust refund arriving i m waiting purchase tracksuit son christmas never arrive time i m offering solutions support anyone wishes purchase anything nike wouldn t recommend anyone moment time poor customer services,positive
nike,point i m done lol i ve called nike say it s completely random entering raffles years zero wins maybe it s time change model,positive
nike,faulty trainers refusal let return despite unworn within days ilknur customer services smug unhelpful person ever spoke,negative
nike,awful customer service i ordered pair fairly expensive fly knit trainers due delivery week ago received email advising dispatch upon continually checking couriers app dpd apparent parcel hadn t left warehouse courier expecting it  i made calls various customer service agents advised parcel delivery system hadn t even left warehouse continually fobbed advised system  eventually managed contact dpd confirmed parcel never received them i eventually able speak nike agent today confirmed parcel left warehouse a replacement issued couldn t even offer next day delivery meant christmas present arrive time really bad service,negative
nike,shoes came broken damaged back one seller seen still sold something would aspect nike ordered new nike com store would think get best finest shoes worth costumers support ruth told retour take discount even option send back new ones give discount sadly agree discount days later still discount bank costumers service time talk someone called princess joke mean taking anything serieus rumble text information verify bad care support gave reason it s still bank could fill complain give feedback throw away anyway never ever ever order nike ever beautifull shoes totaly ruined one biggest companies wold act like one lowest always good feeling nike that s totaly gone,positive
nike,shocking service placed order shipped checked order progress still progress used chat service chase told order cancelled received notification paid using mix gift card credit card st advisor informed bank issue contact bank next advisor said issue gift cards clue i ve reordered using payment methods options escalate complaint could take days let advisor monitor order hours see processes doesn t progress get escalated guess it ll upto days nike happy cash gift cards without notifying customers orders cancelled feels like theft beware dealing global brand,positive
nike,come u guys need make ur basketball shoes strong enough outdoors indoors,positive
nike,bought nike air max nike one month ago wear work wear day long they re comfortable star recommend,positive
nike,summary nike quick take money either extremely slow give back completely rips keeps even obvious issues order i ve two orders shipping issues first order file dispute credit card second order looking way well dumb enough try i ve multiple orders of late problems including missing items receiving used items multiple packages sent one order lost and or delayed etc since come conclusion it s far much gamble order directly nike due shipping hassles nonexistent customer service terrible treatment customers must nike products order reputable online retailers like revolve send clean new items offer prompt two day shipping returns well fast easy refunds exchanges mention friendly competent customer service exact opposite nike please believe bad reviews,neutral
nike,terrible stay away received shoes two months company refuses provide refund,negative
nike,know jordan s come it s first come first serve right well able get son pair jordan s dec th dropped received notice got paid like normally money taken right away usual dec shoes still i ve looking tracking info since next day purchasing waiting carrier says contact nike via chat told shoes stuck sure they re offered refund take business days it s days away christmas i m told really nike that s shoes would fine son thing asked thing get told i m sorry would like start refund process like wow many items son family purchased company that s i m treated mistake anyone know orders won t purchasing anything else,positive
nike,ike fallen long way indeed global sporting brand super power literally one worst brands retailers uk warehouse clearly cannot cope orders receiving placed first order pairs leggings waited days no dispatch email tracking live chat reported order lost immediately dispatched second order guess days later sign order back live chat turns order hadn t shipped asking full refund told normally make wait days estimated delivery due date december th days ago can t give refund wait another days i ask tracking number ah yes hasn t actually shipped essence customer wait total days get refund order nike never shipped first place wow avoid costs,neutral
nike,wear nike football boots great,positive
nike,recently bought pair nike vapour max son black he s happy pair although pair came little late,positive
nike,excelent site great customer service the site easy navigate returns smooth,positive
nike,rd year row ordered nike com better judgment failed stupid still waiting christmas gifts ordered december long christmas delivery cut off date plus paid expedite shipping yet still haven t received weeks later called customer service help blamed snowstorm yet every company ordered got stuff time plus fedex still says never received package nike can t blame snowstorm package never actually shipped nike order try cancel order said happened christmases row despite fact guarantee christmas delivery time i m convinced selling items don t yet exist scrambling catch plus read continue poor track record human rights abuses factories yet another good reason avoid company future,negative
nike,say overpriced quality advertises,neutral
nike,shopping today nike gunwhalf portsmouth great service helped polite young man called lee,positive
nike,draws unfair normal customers waiting received error message saying suspected bott joke,negative
